id,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood,room_type,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,reviews_per_month,has_license,Dist_Acropolis,Dist_Syntagma
7420,0,1,0,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,1,1,57,1,1125,1,1125,1,1125,1,25,55,85,360,20,1,1.51,1,0.455717289,0.929028488
7421,0,1,1,PLATEIA ATTIKIS,Entire home/apt,3,1,2,40,3,1125,3,1125,3,1125,1,2,32,62,337,0,1,1.2,1,2.938035935,2.722601596
7422,1,1,1,PLATEIA ATTIKIS,Entire home/apt,2,1,1,39,2,1125,2,1125,2,1125,1,30,60,90,365,15,1,1.01,1,2.638843158,2.3827925
7423,0,1,0,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,1,1,65,1,30,1,30,1,30,1,29,59,89,364,0,0,1.2,0,0.621918616,0.51321741
7424,0,1,0,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,1,1,95,1,30,1,30,1,30,1,0,0,14,289,1,0,0.32,0,0.5311076,0.651682314
7425,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,5,1,3,45,2,1125,2,1125,2,1125,1,17,47,73,345,8,1,2.35,1,0.929196017,1.596315795
7426,1,1,1,THISEIO,Entire home/apt,5,1,2,177,1,1125,1,1125,1,1125,1,13,43,72,345,57,1,3.74,1,0.7763142,1.477827731
7427,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,3,3,105,2,30,2,1125,2,1125,1,14,44,74,349,23,1,1.63,1,0.675168389,1.042542529
7428,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,5,3,2,84,2,30,2,30,2,30,1,14,44,74,105,36,0,2.59,1,0.483757341,1.040390007
7429,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,8,2,4,88,1,28,1,28,1,28,1,8,29,49,139,33,1,2.14,1,1.320488899,0.612110191
7430,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,1.5,1,70,2,1125,2,1125,2,1125,1,24,54,84,359,3,1,0.21,1,0.612425254,0.275219063
7431,1,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,3,1,1,66,2,1125,2,1125,2,1125,1,17,43,67,157,52,1,3.32,1,1.597837879,1.760640366
7432,0,1,1,KYPSELI,Entire home/apt,8,1.5,7,85,2,1125,2,1125,2,1125,1,0,0,0,77,5,1,0.35,1,2.958953351,2.518336801
7433,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,3,1,1,65,2,1125,2,1125,2,1125,1,6,28,58,333,25,1,2.05,1,0.732556448,1.334647725
7434,0,1,0,KOYKAKI-MAKRYGIANNI,Entire home/apt,6,1,3,94,1,45,4,45,3.7,45,1,23,43,73,324,4,1,1.11,1,0.635967623,0.889372909
7435,0,1,1,NEOS KOSMOS,Entire home/apt,6,2,5,50,4,365,4,365,4,365,1,24,30,30,258,0,1,1.2,1,2.010981964,2.3575002
7436,0,1,1,PLATEIA AMERIKIS,Entire home/apt,4,1,2,33,1,1,1,1125,1,1125,1,0,0,1,146,1,1,0.06,1,3.709009013,3.299616767
7437,0,1,0,PETRALONA,Entire home/apt,6,1,3,40,1,1125,1,1125,1,1125,1,0,0,0,1,5,0,0.4,1,1.163666331,1.891647142
7438,1,1,1,PETRALONA,Entire home/apt,5,2,2,64,2,14,3,14,2.4,343.3,1,10,37,67,156,22,1,1.99,1,1.832127881,2.676123697
7439,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,5,1.5,3,110,5,1125,5,1125,5,1125,1,0,0,0,0,3,1,0.95,1,0.80162408,0.934323952
7440,0,1,0,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,80,1,30,1,30,1,30,1,29,59,89,364,0,0,1.2,0,0.704925745,0.562509154
7441,1,1,1,THISEIO,Entire home/apt,4,1,2,267,1,1125,1,1125,1,1125,1,16,46,76,351,32,1,2.41,1,0.7763142,1.477827731
7442,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1.5,1,50,2,1125,2,1125,2,1125,1,27,57,87,355,12,1,6.21,1,0.508552576,0.704347586
7443,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,2,1,1,216,1,1125,1,1125,1,1125,1,15,42,72,202,62,1,4.1,1,1.251397052,1.97049479
7444,0,1,1,NIRBANA,Entire home/apt,4,1,2,45,4,1125,4,1125,4,1125,1,6,36,66,156,1,1,0.23,1,4.416703597,4.092639585
7445,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,2,108,2,364,2,1125,2,1125,1,25,55,85,351,3,1,0.43,1,0.591584413,0.277506018
7446,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,2,76,2,1125,2,1125,2,1125,1,20,50,80,346,3,1,0.26,1,0.591584413,0.277506018
7447,1,1,1,PATISIA,Entire home/apt,4,1,2,44,3,1125,3,1125,3,1125,1,14,44,74,349,41,1,2.56,1,4.566430713,4.164725577
7448,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,2,69,2,1125,2,1125,2,1125,1,29,59,89,355,1,1,0.08,1,0.721602562,0.153605261
7449,0,1,1,ELLINOROSON,Private room,1,1.5,1,15,3,30,3,30,3,30,1,0,1,25,300,0,0,1.2,1,4.905635328,4.060035193
7450,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,2,1,1,35,1,365,1,1125,1,1125,1,0,0,0,0,6,1,0.43,1,1.984109371,1.222289092
7451,0,1,0,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,2,40,3,1125,3,1125,3,1125,1,20,50,80,355,8,1,3.04,1,0.627590509,1.183081337
7452,1,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,2,1,1,32,1,30,1,1125,1,1125,1,0,0,0,19,12,0,0.89,1,1.819559829,1.706221434
7453,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,4,1,2,33,1,1125,2,1125,1.3,1125,1,24,54,84,84,3,1,0.81,1,2.101350362,1.534939491
7454,0,1,0,PLATEIA ATTIKIS,Entire home/apt,3,1,1,40,3,1125,3,1125,3,1125,1,0,0,0,0,0,1,1.2,0,3.273083855,3.073611463
7455,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,8,2,4,89,2,1125,2,1125,2,1125,1,7,25,43,225,54,1,3.63,1,0.729961351,0.622746511
7456,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,6,2,3,79,1,1125,2,1125,1.2,1125,1,8,28,47,254,77,1,5.08,1,0.729961351,0.622746511
7457,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,8,2,4,66,2,1125,2,1125,2,1125,1,6,20,42,312,47,1,3.11,1,0.729961351,0.622746511
7458,0,1,1,PLATEIA AMERIKIS,Entire home/apt,5,1.5,2,40,1,30,1,1125,1,1125,1,1,2,3,3,0,1,1.2,1,3.039285197,2.641575223
7459,1,1,1,NEOS KOSMOS,Entire home/apt,2,1,1,32,1,15,2,1125,1.3,1125,1,15,43,68,158,82,0,5.1,1,1.505038202,1.893155938
7460,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,49,2,1125,2,1125,2,1125,1,15,41,71,344,19,1,1.4,1,0.729961351,0.622746511
7461,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,2,2,59,2,1125,2,1125,2,1125,1,11,36,62,333,49,1,3.09,1,0.729961351,0.622746511
7462,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,2,2,64,2,1125,2,1125,2,1125,1,0,0,0,0,27,1,1.75,1,0.729961351,0.622746511
7463,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,2,1.5,1,30,2,1125,2,1125,2,1125,1,3,3,23,298,5,1,1.09,1,2.080456073,1.713406735
7464,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,63,2,1125,2,1125,2,1125,1,0,0,0,0,67,1,4.7,1,0.729961351,0.622746511
7465,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,47,2,1125,2,1125,2,1125,1,15,45,75,344,15,1,1.01,1,0.729961351,0.622746511
7466,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,8,2,4,94,1,1125,2,1125,1.9,1125,1,16,43,67,330,39,1,2.64,1,0.729961351,0.622746511
7467,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,2,2,61,2,1125,2,1125,2,1125,1,18,48,78,332,15,1,1.18,1,0.729961351,0.622746511
7468,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,71,2,1125,2,1125,2,1125,1,9,32,57,332,69,1,4.42,1,0.729961351,0.622746511
7469,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,47,1,1125,2,1125,1.2,1125,1,15,40,60,277,27,1,1.8,1,0.729961351,0.622746511
7470,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,8,3,4,98,2,1125,2,1125,2,1125,1,5,24,39,218,68,1,4.36,1,0.729961351,0.622746511
7471,0,1,0,PLATEIA ATTIKIS,Entire home/apt,3,1,1,40,3,1125,3,1125,3,1125,1,0,0,0,0,0,1,1.2,0,3.246288336,3.047494389
7472,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,1,2,124,2,1125,2,1125,2,1125,1,8,38,63,316,59,1,7.87,1,0.539181065,0.373659081
7473,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,80,2,1125,2,1125,2,1125,1,25,55,85,175,11,1,0.75,1,0.880376229,0.97074636
7474,1,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,3,1,2,39,1,30,1,1125,1,1125,1,5,5,28,208,35,0,2.19,1,1.819559829,1.706221434
7475,0,1,1,EMPORIKO TRIGONO-PLAKA,Private room,2,0,1,87,1,1125,1,1125,1,1125,1,30,60,90,311,49,1,10.58,0,0.850453811,1.05376645
7476,0,1,1,EMPORIKO TRIGONO-PLAKA,Private room,2,1,1,104,1,1125,1,1125,1,1125,1,30,60,90,311,4,1,0.36,0,0.863677264,1.05504088
7477,0,1,1,EMPORIKO TRIGONO-PLAKA,Private room,2,1,1,109,1,1125,1,1125,1,1125,1,30,60,90,310,0,1,1.2,0,1.045609157,1.155650675
7478,0,1,1,EMPORIKO TRIGONO-PLAKA,Private room,2,1,1,143,1,1125,1,1125,1,1125,1,30,60,90,310,0,1,1.2,0,0.93493006,1.029087111
7479,0,1,0,ANO KYPSELI,Entire home/apt,4,1,2,70,3,1125,3,1125,3,1125,1,28,58,88,178,7,0,2.53,1,3.81734632,3.26007969
7480,0,1,1,EMPORIKO TRIGONO-PLAKA,Private room,4,1,2,160,1,1125,1,1125,1,1125,1,30,60,90,310,0,1,1.2,0,0.893604961,0.937410134
7481,0,1,1,ANO KYPSELI,Entire home/apt,2,1,1,50,2,1125,2,1125,2,1125,1,0,0,0,82,9,0,0.57,1,4.033513449,3.564496827
7482,0,1,1,EMPORIKO TRIGONO-PLAKA,Private room,4,1,1,183,1,1125,1,1125,1,1125,1,30,60,90,310,0,1,1.2,0,0.896392169,1.085557595
7483,0,1,1,EMPORIKO TRIGONO-PLAKA,Private room,6,1,1,196,1,1125,1,1125,1,1125,1,0,0,0,0,1,1,0.08,0,0.975886936,1.113665265
7484,0,1,1,EMPORIKO TRIGONO-PLAKA,Private room,8,1,1,230,1,1125,1,1125,1,1125,1,0,0,0,0,0,1,1.2,0,0.902965484,1.093621254
7485,0,1,1,PLATEIA AMERIKIS,Entire home/apt,2,1,1,31,1,365,1,1125,1,1125,1,0,0,23,298,0,1,1.2,0,3.87666389,3.466854792
7486,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,3,1,1,30,1,1125,1,1125,1,1125,1,0,7,37,312,0,0,1.2,0,1.168121318,1.935210312
7487,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,44,2,1125,2,1125,2,1125,1,21,51,81,211,9,1,0.58,1,0.696539896,0.173362058
7488,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,7,1,3,69,1,40,2,365,2,365,1,2,9,21,167,9,1,2.7,1,0.671622798,0.476402301
7489,1,1,1,ILISIA,Entire home/apt,2,1,1,35,1,1125,1,1125,1,1125,1,24,54,84,359,4,1,1.76,1,1.912660517,1.121875076
7490,1,1,1,PAGKRATI,Entire home/apt,4,1,0,46,1,1125,1,1125,1,1125,1,15,45,75,350,5,1,1.38,1,1.911033241,1.144837699
7491,0,1,1,AKROPOLI,Entire home/apt,4,1,2,35,5,30,5,30,5,30,1,0,0,0,29,4,0,0.27,1,1.22596567,2.077616027
7492,1,1,1,AMPELOKIPOI,Entire home/apt,4,1,2,70,2,1125,2,1125,2,1125,1,15,45,75,350,40,1,2.63,1,4.291712065,3.449747163
7493,1,1,1,GKAZI,Entire home/apt,4,1,2,51,2,1125,2,1125,2,1125,1,26,56,86,361,13,1,3.1,1,1.636309871,2.362802622
7494,1,1,1,KOLONOS,Entire home/apt,6,2,4,55,3,1125,3,1125,3,1125,1,21,50,79,354,9,1,0.83,0,2.681746601,2.695112036
7495,1,1,1,STADIO,Entire home/apt,4,1,2,53,1,1124,2,1125,2,1125,1,4,34,58,333,8,1,0.61,1,1.419883434,0.88810071
7496,0,1,1,NEOS KOSMOS,Entire home/apt,4,1,1,40,2,1125,3,1125,2,1125,1,4,30,57,147,74,1,5.01,1,1.23287207,1.868573666
7497,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,6,1,3,40,2,30,2,30,2,30,1,0,0,0,207,1,0,0.07,1,2.096859123,1.540523417
7498,0,1,0,NEOS KOSMOS,Entire home/apt,6,1,3,80,2,1125,2,1125,2,1125,1,29,59,89,339,2,1,0.13,0,1.464603299,1.818140747
7499,1,1,0,ANO PATISIA,Entire home/apt,5,1.5,3,45,2,100,2,1125,2,1125,1,12,31,45,293,21,0,1.34,1,5.159741367,4.667483957
7500,0,1,0,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,2,40,2,1125,2,1125,2,1125,1,23,53,83,173,16,1,6.4,1,0.841168073,1.465840923
7501,1,1,1,NEOS KOSMOS,Entire home/apt,2,1,1,45,1,1125,1,1125,1,1125,1,0,4,34,296,29,1,1.83,1,2.191207299,2.758525918
7502,1,1,1,AGIOS NIKOLAOS,Entire home/apt,4,1,4,35,3,180,3,180,3,180,1,12,42,72,72,3,0,0.2,1,4.024238083,3.631356642
7503,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,2,1,1,30,2,1125,2,1125,2,1125,1,5,5,5,215,16,0,4.9,1,1.075869629,1.804695723
7504,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,16,3,10,100,1,1125,1,1125,1,1125,1,11,41,65,315,34,1,5.51,1,0.769890323,1.441348998
7505,0,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Private room,1,1.5,1,13,3,60,3,1125,3,1125,1,0,0,0,0,4,0,0.26,0,2.000709669,1.73899196
7506,0,1,1,PLATEIA ATTIKIS,Entire home/apt,3,1,2,49,7,90,7,1125,7,1125,1,0,0,0,266,1,0,0.07,0,2.475029393,2.201630545
7507,0,1,1,PATISIA,Private room,1,2,1,15,15,1125,15,1125,15,1125,1,0,0,0,239,1,0,0.06,1,4.410166302,4.002951466
7508,0,1,1,KOLONAKI,Entire home/apt,4,1,2,117,1,1125,1,1125,1,1125,1,1,1,1,1,0,1,1.2,0,1.682254433,0.815553721
7509,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,12,3,8,157,1,1125,1,1125,1,1125,1,5,31,53,288,0,1,1.2,1,0.708872482,0.373625386
7510,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,2,104,1,1125,1,1125,1,1125,1,20,50,80,355,4,1,0.29,1,0.601822677,1.173175213
7511,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,3,61,1,1125,1,1125,1,1125,1,8,34,56,313,20,1,1.46,1,0.718316513,0.260160553
7512,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,7,2,5,149,2,120,2,1125,2,1125,1,21,51,51,243,34,1,2.23,0,0.791431151,0.775225077
7513,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,93,2,30,2,1125,2,1125,1,15,45,70,337,17,1,1.14,1,0.470378753,0.451081745
7514,0,1,1,NEOS KOSMOS,Entire home/apt,2,1,1,36,1,31,2,1125,2,1125,1,0,0,0,130,14,1,0.94,1,1.752695568,2.124037961
7515,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,1,2,43,1,1125,1,1125,1,1125,1,11,37,59,323,11,1,4.02,1,0.708872482,0.373625386
7516,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,3,43,1,1125,1,1125,1,1125,1,10,36,58,300,10,1,0.65,1,0.707395344,0.268147909
7517,1,1,0,POLYGONO,Entire home/apt,2,1,1,36,2,1125,2,1125,2,1125,1,1,27,57,332,6,1,2.77,1,3.363308231,2.606652693
7518,1,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,4,1,2,63,1,60,2,1125,2,1125,1,27,57,87,362,8,1,0.54,1,1.918029929,1.65074548
7519,1,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,4,1,2,65,5,1125,5,1125,5,1125,1,0,2,32,307,5,0,0.74,1,2.014222841,1.952277125
7520,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,3,45,2,1000,2,1125,2,1125,1,7,25,45,292,112,1,7.15,1,0.62872709,0.901171647
7521,0,1,1,GOYDI,Entire home/apt,4,1.5,2,35,6,30,6,30,6,30,1,24,54,84,85,0,0,1.2,0,3.335679691,2.477749451
7522,0,1,1,PATISIA,Entire home/apt,3,1,1,18,7,1125,7,1125,7,1125,1,6,36,66,284,4,1,0.26,1,4.374177161,3.978560455
7523,0,1,0,NEOS KOSMOS,Entire home/apt,2,1,1,50,2,1125,2,1125,2,1125,1,30,60,90,365,0,1,1.2,0,1.304586842,1.516164056
7524,0,1,1,LYKABITTOS,Entire home/apt,2,1,1,33,14,1125,14,1125,14,1125,1,0,0,0,54,0,1,1.2,1,1.8714339,1.089891796
7525,1,1,1,PETRALONA,Entire home/apt,4,2.5,2,109,2,1125,2,1125,2,1125,1,0,0,23,203,17,0,3.59,1,1.165072018,1.834493129
7526,0,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Private room,1,1,1,19,2,10,2,10,2,10,1,0,0,0,0,12,0,1,0,1.977875804,1.42289855
7527,0,1,1,NEOS KOSMOS,Entire home/apt,4,1,2,43,2,1125,2,1125,2,1125,1,17,47,77,352,43,1,2.79,1,0.917937903,1.285066065
7528,0,1,1,AKADIMIA PLATONOS,Entire home/apt,6,1,2,60,2,1125,2,1125,2,1125,1,0,0,23,298,2,1,0.14,1,2.2700137,2.667475104
7529,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,6,1,2,64,1,1125,1,1125,1,1125,1,6,36,66,337,45,1,2.96,1,0.678506351,0.327268298
7530,0,1,1,STADIO,Entire home/apt,4,1,3,39,1,7,1,1125,1,1125,1,24,54,80,170,31,1,1.98,1,1.659134797,1.319229065
7531,0,1,1,AMPELOKIPOI,Entire home/apt,4,1,2,52,1,1125,1,1125,1,1125,1,15,39,69,344,0,1,1.2,0,4.312701401,3.451829644
7532,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,6,2,3,53,1,1125,2,1125,2,1125,1,18,43,73,348,1,1,0.07,1,1.557127501,1.299828594
7533,1,1,0,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,3,1,1,13,2,1125,2,1125,2,1125,1,1,1,1,241,8,0,3.81,1,2.030264906,1.984195084
7534,0,1,1,AMPELOKIPOI,Entire home/apt,4,1,2,46,2,1125,2,1125,2,1125,1,23,53,61,61,25,1,1.65,1,3.313356222,2.462505833
7535,0,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,13,3,5,150,1,1125,1,1125,1,1125,1,16,46,69,327,1,1,0.51,1,1.663746315,1.28089723
7536,0,1,1,PEDIO AREOS,Entire home/apt,4,1.5,2,64,1,365,7,1125,5.8,1125,1,0,0,0,237,9,1,2.11,1,2.463333303,2.039131825
7537,0,1,1,STADIO,Entire home/apt,5,1,1,20,2,15,2,15,2,15,1,0,0,0,0,2,1,0.13,0,1.684277082,1.329516606
7538,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,2,26,1,1125,1,1125,1,1125,1,0,0,0,0,13,1,0.84,1,1.037149232,1.744043494
7539,1,1,1,PAGKRATI,Entire home/apt,5,1,3,47,7,90,7,1125,7,1125,1,25,55,77,167,6,1,0.49,0,2.166799131,1.752593586
7540,0,1,0,KOYKAKI-MAKRYGIANNI,Entire home/apt,2,1,0,163,2,1125,2,1125,2,1125,1,23,53,83,358,4,0,0.27,1,1.144136886,1.902603202
7541,1,1,1,AKROPOLI,Entire home/apt,4,1,3,43,2,30,2,1125,2,1125,1,2,7,11,84,31,1,2,1,0.687960148,1.471092377
7542,1,1,1,PEDIO AREOS,Entire home/apt,6,1,3,40,1,1125,1,1125,1,1125,1,10,27,47,84,26,0,1.67,1,2.979341954,2.326703772
7543,0,1,1,AKROPOLI,Entire home/apt,1,1.5,1,13,30,150,30,150,30,150,1,0,0,23,298,0,0,1.2,0,1.190914775,1.961201627
7544,0,1,0,PATISIA,Entire home/apt,3,1,2,35,4,1125,4,1125,4,1125,1,0,0,0,25,0,1,1.2,0,4.0822491,3.659360031
7545,0,1,1,BOTANIKOS,Entire home/apt,6,1,2,329,1,1125,1,1125,1,1125,1,27,57,87,87,11,0,0.82,1,1.97354982,2.589680586
7546,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,2,1,1,37,1,15,2,1125,1.9,1125,1,22,52,82,172,44,1,3.06,1,1.113582215,1.873065664
7547,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,1,65,2,1125,2,1125,2,1125,1,21,51,76,349,13,1,0.83,1,1.170530069,1.831938744
7548,0,1,1,BOTANIKOS,Entire home/apt,3,1,2,160,1,1125,1,1125,1,1125,1,18,48,78,78,9,1,0.62,1,1.960113301,2.570618068
7549,0,1,0,AMPELOKIPOI,Entire home/apt,3,1,2,65,1,1125,1,1125,1,1125,1,0,0,22,297,1,1,0.06,1,3.872601399,3.013354241
7550,0,1,1,THISEIO,Private room,2,1,1,54,1,28,1,28,1,28,1,26,56,86,361,7,1,4.47,0,0.619364266,1.343992618
7551,0,1,1,PLATEIA ATTIKIS,Entire home/apt,3,1,1,49,3,1125,3,1125,3,1125,1,4,34,64,339,1,1,1,1,3.067269268,2.865188384
7552,0,1,1,BOTANIKOS,Entire home/apt,3,1,2,160,1,1125,1,1125,1,1125,1,12,42,72,72,4,1,0.28,1,1.771693409,2.429415548
7553,0,1,1,THISEIO,Private room,2,1,1,59,1,28,1,28,1,28,1,30,60,90,365,0,1,1.2,0,0.619364266,1.343992618
7554,0,1,1,THISEIO,Private room,2,1,1,59,1,28,1,28,1,28,1,30,60,90,365,2,1,0.13,0,0.619364266,1.343992618
7555,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Private room,1,1,0,10,28,1125,28,1125,28,1125,1,0,0,0,19,0,1,1.2,0,2.027089948,1.381648353
7556,0,1,1,STADIO,Entire home/apt,2,1.5,2,90,1,10,1,1125,1,1125,1,29,59,89,179,4,1,0.29,0,1.766253581,1.369194062
7557,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,4,1.5,1,69,1,28,2,180,2,180,1,0,0,0,208,0,1,1.2,1,1.886029687,1.368636521
7558,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,4,1.5,2,69,1,28,2,180,2,180,1,0,0,0,178,0,1,1.2,1,1.932376763,1.396430278
7559,0,1,1,NEOS KOSMOS,Entire home/apt,2,1,1,47,1,1125,1,1125,1,1125,1,24,54,84,358,14,1,1,1,1.26290743,1.624110936
7560,0,1,1,AKROPOLI,Entire home/apt,4,1,2,40,4,1125,4,1125,4,1125,1,0,0,0,248,2,1,0.65,1,1.292742293,2.143943737
7561,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,2,1,1,40,2,28,2,1125,2,1125,1,0,0,0,178,1,0,0.45,1,0.845909725,1.5700837
7562,0,1,1,ANO PATISIA,Entire home/apt,2,1,1,39,2,1125,1,1125,1,1125,1,1,15,38,125,60,1,4.11,1,5.334366217,4.791758327
7563,0,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,2,1,2,35,1,1125,1,1125,1,1125,1,30,60,90,365,6,1,2.54,1,1.699414511,1.793315159
7564,0,1,0,KOLONOS,Entire home/apt,2,1,1,18,6,1125,6,1125,6,1125,1,29,59,66,274,0,0,1.2,1,1.970059633,2.20662086
7565,0,1,1,PLATEIA ATTIKIS,Entire home/apt,2,1,0,31,30,1125,2,1125,2,1125,1,0,0,0,0,7,1,0.48,1,2.592533925,2.428235341
7566,0,1,1,PATISIA,Private room,1,2,2,15,15,1125,15,1125,15,1125,1,0,0,0,263,0,0,1.2,1,4.411183022,4.006714609
7567,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,5,1,3,480,2,1125,2,1125,2,1125,1,27,57,87,362,0,0,1.2,0,0.595783342,1.187054748
7568,0,1,1,BOTANIKOS,Entire home/apt,3,1,2,140,1,1125,1,1125,1,1125,1,14,44,74,74,8,1,0.64,1,1.944448251,2.602090592
7569,0,1,1,BOTANIKOS,Entire home/apt,3,1,2,140,1,1125,1,1125,1,1125,1,15,45,75,75,11,1,0.74,1,1.903667722,2.505587561
7570,0,1,1,NEOS KOSMOS,Entire home/apt,8,1,2,41,1,1125,1,1125,1,1125,1,30,60,90,365,2,0,0.64,1,1.554226942,2.014387835
7571,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,6,1,3,76,1,1125,1,1125,1,1125,1,11,36,61,336,61,1,4.17,1,1.240602693,1.047026181
7572,0,1,0,KERAMEIKOS,Private room,2,1,1,13,1,30,1,1125,1,1125,1,22,29,51,52,31,1,2.26,0,0.842850807,1.134696299
7573,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,50,1,1125,1,1125,1,1125,1,14,44,74,346,29,0,2.06,1,0.698152254,0.169796384
7574,0,1,1,PETRALONA,Entire home/apt,4,1,2,46,2,730,2,730,2,730,1,18,48,78,353,14,1,1.65,1,1.9265867,2.789154414
7575,0,1,0,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,92,2,1125,2,1125,2,1125,1,15,40,67,247,0,1,1.2,1,0.526794076,0.465350394
7576,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,2,64,2,1125,2,1125,2,1125,1,0,0,0,207,7,0,0.46,1,0.700052466,1.080944012
7577,0,1,0,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,85,1,7,1,1125,1,1125,1,2,2,2,2,91,1,6.83,1,0.528759848,0.377010809
7578,1,1,1,AMPELOKIPOI,Entire home/apt,3,1,2,131,1,1125,1,1125,1,1125,1,29,59,66,66,2,0,0.14,1,2.70111635,1.837039172
